text,label
Обнаружена вирусная атака на ваши банковские данные. Для защиты дайте удалённый доступ специалисту.,fraud
Служба кибербезопасности. Ваши пароли под угрозой. Установите AnyDesk и специалист поможет за 5 минут.,fraud
Вирус-шпион активирован на вашем устройстве. Он записывает звонки и сообщения. Установите TeamViewer.,fraud
Предупреждение безопасности. Обнаружена несанкционированная активность. Установите Remote Access для помощи.,fraud
Ваш смартфон заражён и отправляет данные карты хакерам. Установите AnyDesk для немедленной защиты.,fraud
Техническая служба. Вирус перехватывает коды подтверждения из СМС. Установите TeamViewer для устранения.,fraud
Антивирус заблокировал угрозу но вирус активен. Для полного удаления установите приложение поддержки.,fraud
Ваше устройство заражено опасным ПО. Не совершайте платежи. Сначала установите AnyDesk для очистки.,fraud
Хакеры получили доступ к вашей камере и микрофону. Для защиты конфиденциальности установите TeamViewer.,fraud
Вирус обнаружен в системе вашего телефона. Специалист поможет удалить его через Remote Desktop Tool.,fraud
